'Elapsed time','MLII','V1'
'0:55.381',-1.125,-0.545
'0:55.383',-1.100,-0.600
'0:55.386',-1.100,-0.645
'0:55.389',-1.100,-0.650
'0:55.392',-1.090,-0.630
'0:55.394',-1.110,-0.565
'0:55.397',-1.120,-0.540
'0:55.400',-1.100,-0.570
'0:55.403',-1.085,-0.605
'0:55.406',-1.050,-0.600
'0:55.408',-1.055,-0.540
'0:55.411',-1.045,-0.490
'0:55.414',-1.065,-0.470
'0:55.417',-1.090,-0.525
'0:55.419',-1.070,-0.580
'0:55.422',-1.060,-0.575
'0:55.425',-1.075,-0.555
'0:55.428',-1.080,-0.500
'0:55.431',-1.080,-0.505
'0:55.433',-1.055,-0.530
'0:55.436',-1.045,-0.550
'0:55.439',-1.020,-0.510
'0:55.442',-1.020,-0.470
'0:55.444',-1.015,-0.445
'0:55.447',-1.035,-0.495
'0:55.450',-1.020,-0.535
'0:55.453',-1.020,-0.570
'0:55.456',-1.025,-0.565
'0:55.458',-1.025,-0.520
'0:55.461',-1.040,-0.495
'0:55.464',-1.065,-0.505
'0:55.467',-1.065,-0.575
'0:55.469',-1.020,-0.610
'0:55.472',-1.005,-0.585
'0:55.475',-1.005,-0.535
'0:55.478',-1.000,-0.480
'0:55.481',-1.035,-0.515
'0:55.483',-1.025,-0.580
'0:55.486',-1.015,-0.660
'0:55.489',-1.000,-0.660
'0:55.492',-1.015,-0.640
'0:55.494',-1.025,-0.580
'0:55.497',-1.035,-0.600
'0:55.500',-1.030,-0.640
'0:55.503',-1.010,-0.675
'0:55.506',-0.990,-0.685
'0:55.508',-0.990,-0.640
'0:55.511',-0.990,-0.600
'0:55.514',-0.995,-0.610
'0:55.517',-1.005,-0.675
'0:55.519',-1.005,-0.720
'0:55.522',-1.005,-0.750
'0:55.525',-1.010,-0.695
'0:55.528',-1.025,-0.650
'0:55.531',-1.055,-0.645
'0:55.533',-1.050,-0.705
'0:55.536',-1.035,-0.745
'0:55.539',-1.015,-0.745
'0:55.542',-1.010,-0.695
'0:55.544',-1.025,-0.655
'0:55.547',-1.020,-0.650
'0:55.550',-1.030,-0.665
'0:55.553',-1.040,-0.745
'0:55.556',-1.025,-0.760
'0:55.558',-1.030,-0.750
'0:55.561',-1.040,-0.695
'0:55.564',-1.055,-0.685
'0:55.567',-1.055,-0.695
'0:55.569',-1.035,-0.735
'0:55.572',-1.010,-0.750
'0:55.575',-1.015,-0.725
'0:55.578',-1.015,-0.660
'0:55.581',-1.035,-0.645
'0:55.583',-1.040,-0.660
'0:55.586',-1.040,-0.730
'0:55.589',-1.045,-0.780
'0:55.592',-1.030,-0.780
'0:55.594',-1.035,-0.730
'0:55.597',-1.080,-0.685
'0:55.600',-1.085,-0.675
'0:55.603',-1.080,-0.725
'0:55.606',-1.070,-0.755
'0:55.608',-1.075,-0.730
'0:55.611',-1.070,-0.685
'0:55.614',-1.090,-0.655
'0:55.617',-1.080,-0.670
'0:55.619',-1.100,-0.710
'0:55.622',-1.090,-0.755
'0:55.625',-1.085,-0.745
'0:55.628',-1.105,-0.720
'0:55.631',-1.130,-0.690
'0:55.633',-1.135,-0.715
'0:55.636',-1.115,-0.730
'0:55.639',-1.115,-0.725
'0:55.642',-1.105,-0.680
'0:55.644',-1.120,-0.650
'0:55.647',-1.120,-0.680
'0:55.650',-1.120,-0.735
'0:55.653',-1.110,-0.775
'0:55.656',-1.120,-0.745
'0:55.658',-1.120,-0.710
'0:55.661',-1.140,-0.690
'0:55.664',-1.150,-0.695
'0:55.667',-1.130,-0.735
'0:55.669',-1.105,-0.765
'0:55.672',-1.080,-0.745
'0:55.675',-1.100,-0.700
'0:55.678',-1.105,-0.650
'0:55.681',-1.110,-0.640
'0:55.683',-1.095,-0.690
'0:55.686',-1.105,-0.750
'0:55.689',-1.115,-0.760
'0:55.692',-1.115,-0.725
'0:55.694',-1.120,-0.710
'0:55.697',-1.135,-0.685
'0:55.700',-1.135,-0.720
'0:55.703',-1.115,-0.740
'0:55.706',-1.100,-0.745
'0:55.708',-1.080,-0.675
'0:55.711',-1.085,-0.655
'0:55.714',-1.085,-0.660
'0:55.717',-1.075,-0.720
'0:55.719',-1.070,-0.775
'0:55.722',-1.070,-0.770
'0:55.725',-1.070,-0.720
'0:55.728',-1.080,-0.685
'0:55.731',-1.095,-0.670
'0:55.733',-1.090,-0.695
'0:55.736',-1.075,-0.760
'0:55.739',-1.045,-0.755
'0:55.742',-1.025,-0.710
'0:55.744',-1.030,-0.650
'0:55.747',-1.025,-0.615
'0:55.750',-1.040,-0.645
'0:55.753',-1.030,-0.720
'0:55.756',-1.015,-0.760
'0:55.758',-1.005,-0.760
'0:55.761',-1.020,-0.700
'0:55.764',-1.015,-0.650
'0:55.767',-1.010,-0.655
'0:55.769',-0.980,-0.700
'0:55.772',-0.935,-0.750
'0:55.775',-0.885,-0.740
'0:55.778',-0.875,-0.685
'0:55.781',-0.875,-0.630
'0:55.783',-0.865,-0.615
'0:55.786',-0.895,-0.690
'0:55.789',-0.870,-0.745
'0:55.792',-0.850,-0.750
'0:55.794',-0.845,-0.695
'0:55.797',-0.850,-0.625
'0:55.800',-0.865,-0.575
'0:55.803',-0.875,-0.595
'0:55.806',-0.850,-0.640
'0:55.808',-0.840,-0.675
'0:55.811',-0.855,-0.655
'0:55.814',-0.855,-0.605
'0:55.817',-0.880,-0.570
'0:55.819',-0.905,-0.595
'0:55.822',-0.910,-0.640
'0:55.825',-0.925,-0.670
'0:55.828',-0.915,-0.660
'0:55.831',-0.925,-0.610
'0:55.833',-0.940,-0.630
'0:55.836',-0.960,-0.655
'0:55.839',-0.990,-0.695
'0:55.842',-0.995,-0.710
'0:55.844',-1.005,-0.680
'0:55.847',-1.040,-0.660
'0:55.850',-1.055,-0.665
'0:55.853',-1.065,-0.725
'0:55.856',-1.080,-0.760
'0:55.858',-1.075,-0.765
'0:55.861',-1.100,-0.705
'0:55.864',-1.095,-0.670
'0:55.867',-1.120,-0.665
'0:55.869',-1.115,-0.695
'0:55.872',-1.095,-0.755
'0:55.875',-1.085,-0.760
'0:55.878',-1.065,-0.710
'0:55.881',-1.080,-0.660
'0:55.883',-1.110,-0.640
'0:55.886',-1.105,-0.695
'0:55.889',-1.100,-0.755
'0:55.892',-1.090,-0.790
'0:55.894',-1.095,-0.775
'0:55.897',-1.110,-0.725
'0:55.900',-1.130,-0.660
'0:55.903',-1.145,-0.685
'0:55.906',-1.150,-0.720
'0:55.908',-1.180,-0.750
'0:55.911',-1.205,-0.745
'0:55.914',-1.250,-0.705
'0:55.917',-1.275,-0.660
'0:55.919',-1.235,-0.665
'0:55.922',-1.155,-0.680
'0:55.925',-1.040,-0.655
'0:55.928',-0.865,-0.560
'0:55.931',-0.685,-0.455
'0:55.933',-0.500,-0.385
'0:55.936',-0.310,-0.375
'0:55.939',-0.110,-0.390
'0:55.942',0.065,-0.425
'0:55.944',0.230,-0.395
'0:55.947',0.370,-0.390
'0:55.950',0.465,-0.375
'0:55.953',0.520,-0.470
'0:55.956',0.575,-0.640
'0:55.958',0.575,-0.840
'0:55.961',0.580,-0.950
'0:55.964',0.535,-0.945
'0:55.967',0.465,-0.850
'0:55.969',0.385,-0.755
'0:55.972',0.260,-0.680
'0:55.975',0.065,-0.630
'0:55.978',-0.220,-0.595
'0:55.981',-0.535,-0.595
'0:55.983',-0.825,-0.595
'0:55.986',-1.005,-0.675
'0:55.989',-1.095,-0.780
'0:55.992',-1.115,-0.870
'0:55.994',-1.050,-0.875
'0:55.997',-0.990,-0.810
'0:56.000',-0.955,-0.710
'0:56.003',-0.970,-0.635
'0:56.006',-0.995,-0.655
'0:56.008',-1.025,-0.695
'0:56.011',-1.060,-0.730
'0:56.014',-1.115,-0.715
'0:56.017',-1.155,-0.660
'0:56.019',-1.170,-0.660
'0:56.022',-1.180,-0.685
'0:56.025',-1.185,-0.745
'0:56.028',-1.175,-0.740
'0:56.031',-1.165,-0.695
'0:56.033',-1.180,-0.650
'0:56.036',-1.175,-0.640
'0:56.039',-1.165,-0.655
'0:56.042',-1.135,-0.675
'0:56.044',-1.145,-0.650
'0:56.047',-1.140,-0.610
'0:56.050',-1.145,-0.605
'0:56.053',-1.130,-0.645
'0:56.056',-1.140,-0.680
'0:56.058',-1.155,-0.670
'0:56.061',-1.155,-0.630
'0:56.064',-1.175,-0.615
'0:56.067',-1.155,-0.640
'0:56.069',-1.150,-0.655
'0:56.072',-1.130,-0.655
'0:56.075',-1.125,-0.605
'0:56.078',-1.115,-0.550
'0:56.081',-1.125,-0.550
'0:56.083',-1.135,-0.575
'0:56.086',-1.125,-0.635
'0:56.089',-1.115,-0.645
'0:56.092',-1.120,-0.610
'0:56.094',-1.130,-0.555
'0:56.097',-1.150,-0.555
'0:56.100',-1.140,-0.595
'0:56.103',-1.120,-0.635
'0:56.106',-1.105,-0.600
'0:56.108',-1.090,-0.550
'0:56.111',-1.100,-0.505
'0:56.114',-1.100,-0.505
'0:56.117',-1.090,-0.540
'0:56.119',-1.075,-0.580
'0:56.122',-1.090,-0.570
'0:56.125',-1.095,-0.530
'0:56.128',-1.105,-0.500
'0:56.131',-1.115,-0.505
'0:56.133',-1.105,-0.545
'0:56.136',-1.080,-0.550
'0:56.139',-1.065,-0.515
'0:56.142',-1.060,-0.470
'0:56.144',-1.060,-0.415
'0:56.147',-1.070,-0.430
'0:56.150',-1.055,-0.495
'0:56.153',-1.045,-0.545
'0:56.156',-1.055,-0.525
'0:56.158',-1.060,-0.485
'0:56.161',-1.065,-0.450
'0:56.164',-1.060,-0.470
'0:56.167',-1.055,-0.525
'0:56.169',-1.025,-0.565
'0:56.172',-1.030,-0.520
'0:56.175',-1.030,-0.460
'0:56.178',-1.030,-0.430
'0:56.181',-1.025,-0.475
'0:56.183',-1.040,-0.540
'0:56.186',-1.015,-0.590
'0:56.189',-1.020,-0.575
'0:56.192',-1.045,-0.525
'0:56.194',-1.035,-0.505
'0:56.197',-1.030,-0.530
'0:56.200',-1.045,-0.575
'0:56.203',-1.000,-0.610
'0:56.206',-0.995,-0.610
'0:56.208',-0.985,-0.555
'0:56.211',-1.000,-0.520
'0:56.214',-0.990,-0.545
'0:56.217',-1.015,-0.605
'0:56.219',-1.000,-0.660
'0:56.222',-0.990,-0.650
'0:56.225',-1.000,-0.635
'0:56.228',-1.030,-0.605
'0:56.231',-1.040,-0.630
'0:56.233',-1.025,-0.675
'0:56.236',-1.010,-0.670
'0:56.239',-1.010,-0.635
'0:56.242',-1.020,-0.610
'0:56.244',-1.035,-0.595
'0:56.247',-1.020,-0.670
'0:56.250',-1.015,-0.710
'0:56.253',-1.010,-0.680
'0:56.256',-1.020,-0.660
'0:56.258',-1.045,-0.635
'0:56.261',-1.050,-0.670
'0:56.264',-1.035,-0.735
'0:56.267',-1.020,-0.755
'0:56.269',-1.030,-0.710
'0:56.272',-1.015,-0.640
'0:56.275',-1.025,-0.615
'0:56.278',-1.035,-0.655
'0:56.281',-1.020,-0.705
'0:56.283',-1.020,-0.735
'0:56.286',-1.005,-0.700
'0:56.289',-1.025,-0.665
'0:56.292',-1.040,-0.645
'0:56.294',-1.070,-0.675
'0:56.297',-1.060,-0.725
'0:56.300',-1.045,-0.750
'0:56.303',-1.045,-0.725
'0:56.306',-1.040,-0.645
'0:56.308',-1.040,-0.625
'0:56.311',-1.050,-0.650
'0:56.314',-1.030,-0.705
'0:56.317',-1.040,-0.720
'0:56.319',-1.030,-0.685
'0:56.322',-1.060,-0.655
'0:56.325',-1.085,-0.655
'0:56.328',-1.080,-0.685
'0:56.331',-1.085,-0.735
'0:56.333',-1.085,-0.755
'0:56.336',-1.085,-0.705
'0:56.339',-1.090,-0.660
'0:56.342',-1.100,-0.635
'0:56.344',-1.095,-0.670
'0:56.347',-1.085,-0.715
'0:56.350',-1.080,-0.710
'0:56.353',-1.095,-0.695
'0:56.356',-1.105,-0.655
'0:56.358',-1.135,-0.670
'0:56.361',-1.140,-0.720
'0:56.364',-1.125,-0.760
'0:56.367',-1.110,-0.730
'0:56.369',-1.110,-0.680
'0:56.372',-1.105,-0.635
'0:56.375',-1.115,-0.660
'0:56.378',-1.090,-0.690
'0:56.381',-1.080,-0.725
'0:56.383',-1.070,-0.690
'0:56.386',-1.100,-0.640
'0:56.389',-1.125,-0.625
'0:56.392',-1.100,-0.675
'0:56.394',-1.110,-0.740
'0:56.397',-1.080,-0.750
'0:56.400',-1.085,-0.725
'0:56.403',-1.090,-0.640
'0:56.406',-1.095,-0.610
'0:56.408',-1.085,-0.630
'0:56.411',-1.065,-0.680
'0:56.414',-1.055,-0.715
'0:56.417',-1.050,-0.690
'0:56.419',-1.070,-0.650
'0:56.422',-1.075,-0.645
'0:56.425',-1.080,-0.695
'0:56.428',-1.090,-0.740
'0:56.431',-1.080,-0.720
'0:56.433',-1.070,-0.670
'0:56.436',-1.075,-0.625
'0:56.439',-1.060,-0.640
'0:56.442',-1.050,-0.680
'0:56.444',-1.035,-0.695
'0:56.447',-1.010,-0.680
'0:56.450',-1.015,-0.630
'0:56.453',-1.015,-0.615
'0:56.456',-1.030,-0.665
'0:56.458',-1.020,-0.725
'0:56.461',-1.005,-0.740
'0:56.464',-1.010,-0.705
'0:56.467',-1.015,-0.645
'0:56.469',-1.030,-0.630
'0:56.472',-1.000,-0.650
'0:56.475',-0.970,-0.685
'0:56.478',-0.930,-0.700
'0:56.481',-0.910,-0.665
'0:56.483',-0.905,-0.605
'0:56.486',-0.900,-0.580
'0:56.489',-0.890,-0.620
'0:56.492',-0.855,-0.690
'0:56.494',-0.825,-0.720
'0:56.497',-0.805,-0.685
'0:56.500',-0.795,-0.585
'0:56.503',-0.810,-0.505
'0:56.506',-0.820,-0.525
'0:56.508',-0.820,-0.570
'0:56.511',-0.810,-0.620
'0:56.514',-0.800,-0.595
'0:56.517',-0.795,-0.575
'0:56.519',-0.825,-0.520
'0:56.522',-0.850,-0.520
'0:56.525',-0.850,-0.575
'0:56.528',-0.860,-0.655
'0:56.531',-0.860,-0.685
'0:56.533',-0.865,-0.635
'0:56.536',-0.870,-0.560
'0:56.539',-0.880,-0.520
'0:56.542',-0.900,-0.530
'0:56.544',-0.905,-0.595
'0:56.547',-0.905,-0.655
'0:56.550',-0.910,-0.680
'0:56.553',-0.945,-0.645
'0:56.556',-0.985,-0.620
'0:56.558',-1.010,-0.610
'0:56.561',-1.020,-0.670
'0:56.564',-1.025,-0.710
'0:56.567',-1.030,-0.725
'0:56.569',-1.020,-0.665
'0:56.572',-1.020,-0.595
'0:56.575',-1.035,-0.575
'0:56.578',-1.040,-0.600
'0:56.581',-1.030,-0.675
'0:56.583',-1.035,-0.685
'0:56.586',-1.045,-0.665
'0:56.589',-1.070,-0.620
'0:56.592',-1.090,-0.620
'0:56.594',-1.115,-0.660
'0:56.597',-1.090,-0.710
'0:56.600',-1.075,-0.720
'0:56.603',-1.060,-0.655
'0:56.606',-1.060,-0.590
'0:56.608',-1.045,-0.550
'0:56.611',-1.070,-0.585
'0:56.614',-1.055,-0.670
'0:56.617',-1.080,-0.685
'0:56.619',-1.140,-0.685
'0:56.622',-1.200,-0.635
'0:56.625',-1.260,-0.615
'0:56.628',-1.285,-0.665
'0:56.631',-1.260,-0.705
'0:56.633',-1.170,-0.665
'0:56.636',-1.030,-0.540
'0:56.639',-0.855,-0.400
'0:56.642',-0.650,-0.340
'0:56.644',-0.425,-0.305
'0:56.647',-0.195,-0.325
'0:56.650',-0.005,-0.295
'0:56.653',0.165,-0.220
'0:56.656',0.315,-0.210
'0:56.658',0.460,-0.245
'0:56.661',0.580,-0.345
'0:56.664',0.665,-0.455
'0:56.667',0.715,-0.575
'0:56.669',0.720,-0.640
'0:56.672',0.710,-0.655
'0:56.675',0.665,-0.685
'0:56.678',0.590,-0.690
'0:56.681',0.485,-0.630
'0:56.683',0.295,-0.555
'0:56.686',0.035,-0.425
'0:56.689',-0.305,-0.370
'0:56.692',-0.610,-0.435
'0:56.694',-0.830,-0.565
'0:56.697',-0.960,-0.705
'0:56.700',-0.985,-0.750
'0:56.703',-0.960,-0.710
'0:56.706',-0.945,-0.650
'0:56.708',-0.870,-0.595
'0:56.711',-0.855,-0.575
'0:56.714',-0.870,-0.625
'0:56.717',-0.910,-0.635
'0:56.719',-0.960,-0.585
'0:56.722',-1.025,-0.570
'0:56.725',-1.070,-0.580
'0:56.728',-1.120,-0.625
'0:56.731',-1.120,-0.680
'0:56.733',-1.095,-0.680
'0:56.736',-1.085,-0.625
'0:56.739',-1.075,-0.525
'0:56.742',-1.075,-0.520
'0:56.744',-1.065,-0.535
'0:56.747',-1.055,-0.585
'0:56.750',-1.050,-0.610
'0:56.753',-1.060,-0.610
'0:56.756',-1.075,-0.550
'0:56.758',-1.085,-0.515
'0:56.761',-1.095,-0.550
'0:56.764',-1.080,-0.605
'0:56.767',-1.055,-0.635
'0:56.769',-1.055,-0.580
'0:56.772',-1.060,-0.520
'0:56.775',-1.075,-0.485
'0:56.778',-1.080,-0.525
'0:56.781',-1.075,-0.575
'0:56.783',-1.065,-0.585
'0:56.786',-1.045,-0.560
'0:56.789',-1.060,-0.515
'0:56.792',-1.090,-0.495
'0:56.794',-1.105,-0.515
'0:56.797',-1.080,-0.560
'0:56.800',-1.070,-0.595
'0:56.803',-1.060,-0.570
'0:56.806',-1.050,-0.490
'0:56.808',-1.045,-0.435
'0:56.811',-1.055,-0.435
'0:56.814',-1.050,-0.470
'0:56.817',-1.040,-0.525
'0:56.819',-1.010,-0.530
'0:56.822',-1.025,-0.475
'0:56.825',-1.045,-0.430
'0:56.828',-1.050,-0.445
'0:56.831',-1.045,-0.480
'0:56.833',-1.040,-0.520
'0:56.836',-1.025,-0.495
'0:56.839',-1.045,-0.440
'0:56.842',-1.035,-0.380
'0:56.844',-1.035,-0.365
'0:56.847',-1.015,-0.425
'0:56.850',-1.005,-0.460
'0:56.853',-1.005,-0.445
'0:56.856',-1.000,-0.410
'0:56.858',-1.010,-0.370
'0:56.861',-1.015,-0.395
'0:56.864',-1.020,-0.430
'0:56.867',-0.985,-0.465
'0:56.869',-0.975,-0.440
'0:56.872',-0.980,-0.380
'0:56.875',-0.985,-0.330
'0:56.878',-0.990,-0.330
'0:56.881',-0.985,-0.385
'0:56.883',-0.975,-0.440
'0:56.886',-0.960,-0.455
'0:56.889',-0.975,-0.420
'0:56.892',-0.980,-0.355
'0:56.894',-1.005,-0.365
'0:56.897',-1.005,-0.405
'0:56.900',-0.985,-0.430
'0:56.903',-0.955,-0.470
'0:56.906',-0.930,-0.435
'0:56.908',-0.945,-0.370
'0:56.911',-0.945,-0.350
'0:56.914',-0.945,-0.365
'0:56.917',-0.945,-0.465
'0:56.919',-0.945,-0.505
'0:56.922',-0.945,-0.485
'0:56.925',-0.945,-0.455
'0:56.928',-0.960,-0.405
'0:56.931',-0.965,-0.420
'0:56.933',-0.945,-0.490
'0:56.936',-0.930,-0.530
'0:56.939',-0.900,-0.530
'0:56.942',-0.885,-0.475
'0:56.944',-0.905,-0.420
'0:56.947',-0.920,-0.420
'0:56.950',-0.940,-0.465
'0:56.953',-0.935,-0.545
'0:56.956',-0.925,-0.590
'0:56.958',-0.920,-0.570
'0:56.961',-0.920,-0.500
'0:56.964',-0.935,-0.445
'0:56.967',-0.945,-0.460
'0:56.969',-0.950,-0.505
'0:56.972',-0.940,-0.560
'0:56.975',-0.935,-0.575
'0:56.978',-0.930,-0.520
'0:56.981',-0.945,-0.465
'0:56.983',-0.950,-0.450
'0:56.986',-0.950,-0.540
'0:56.989',-0.930,-0.590
'0:56.992',-0.925,-0.610
'0:56.994',-0.930,-0.580
'0:56.997',-0.940,-0.540
'0:57.000',-0.940,-0.490
'0:57.003',-0.945,-0.510
'0:57.006',-0.940,-0.570
'0:57.008',-0.930,-0.585
'0:57.011',-0.930,-0.560
'0:57.014',-0.940,-0.510
'0:57.017',-0.950,-0.460
'0:57.019',-0.965,-0.480
'0:57.022',-0.965,-0.550
'0:57.025',-0.945,-0.625
'0:57.028',-0.925,-0.625
'0:57.031',-0.945,-0.590
'0:57.033',-0.945,-0.545
'0:57.036',-0.970,-0.525
'0:57.039',-0.965,-0.560
'0:57.042',-0.955,-0.585
'0:57.044',-0.940,-0.575
'0:57.047',-0.945,-0.535
'0:57.050',-0.955,-0.470
'0:57.053',-0.975,-0.485
'0:57.056',-0.975,-0.550
'0:57.058',-0.975,-0.605
'0:57.061',-0.960,-0.615
'0:57.064',-0.985,-0.570
'0:57.067',-1.000,-0.505
'0:57.069',-1.020,-0.490
'0:57.072',-1.025,-0.510
'0:57.075',-1.015,-0.575
'0:57.078',-0.995,-0.565
'0:57.081',-0.990,-0.530
'0:57.083',-0.985,-0.480
'0:57.086',-1.000,-0.490
'0:57.089',-1.005,-0.545
'0:57.092',-1.015,-0.605
'0:57.094',-0.985,-0.620
'0:57.097',-0.995,-0.590
'0:57.100',-1.000,-0.525
'0:57.103',-1.015,-0.465
'0:57.106',-1.015,-0.480
'0:57.108',-1.015,-0.510
'0:57.111',-1.015,-0.560
'0:57.114',-1.000,-0.555
'0:57.117',-1.010,-0.515
'0:57.119',-1.020,-0.475
'0:57.122',-1.015,-0.490
'0:57.125',-1.000,-0.550
'0:57.128',-0.995,-0.595
'0:57.131',-0.990,-0.605
'0:57.133',-1.005,-0.550
'0:57.136',-1.005,-0.490
'0:57.139',-1.020,-0.495
'0:57.142',-0.990,-0.515
'0:57.144',-0.965,-0.550
'0:57.147',-0.945,-0.555
'0:57.150',-0.935,-0.525
'0:57.153',-0.945,-0.470
'0:57.156',-0.960,-0.480
'0:57.158',-0.970,-0.535
'0:57.161',-0.965,-0.575
'0:57.164',-0.945,-0.585
'0:57.167',-0.945,-0.535
'0:57.169',-0.955,-0.460
'0:57.172',-0.970,-0.455
'0:57.175',-0.970,-0.485
'0:57.178',-0.935,-0.520
'0:57.181',-0.915,-0.545
'0:57.183',-0.930,-0.520
'0:57.186',-0.920,-0.470
'0:57.189',-0.935,-0.445
'0:57.192',-0.930,-0.495
'0:57.194',-0.915,-0.565
'0:57.197',-0.900,-0.610
'0:57.200',-0.880,-0.580
'0:57.203',-0.885,-0.490
'0:57.206',-0.885,-0.440
'0:57.208',-0.880,-0.435
'0:57.211',-0.835,-0.485
'0:57.214',-0.780,-0.540
'0:57.217',-0.755,-0.540
'0:57.219',-0.755,-0.490
'0:57.222',-0.760,-0.440
'0:57.225',-0.760,-0.440
'0:57.228',-0.750,-0.465
'0:57.231',-0.745,-0.500
'0:57.233',-0.730,-0.495
'0:57.236',-0.720,-0.455
'0:57.239',-0.735,-0.395
'0:57.242',-0.730,-0.405
'0:57.244',-0.720,-0.440
'0:57.247',-0.695,-0.475
'0:57.250',-0.720,-0.470
'0:57.253',-0.740,-0.430
'0:57.256',-0.755,-0.390
'0:57.258',-0.770,-0.425
'0:57.261',-0.775,-0.470
'0:57.264',-0.790,-0.490
'0:57.267',-0.810,-0.450
'0:57.269',-0.860,-0.420
'0:57.272',-0.870,-0.415
'0:57.275',-0.875,-0.460
'0:57.278',-0.860,-0.520
'0:57.281',-0.855,-0.515
'0:57.283',-0.860,-0.470
'0:57.286',-0.895,-0.435
'0:57.289',-0.930,-0.475
'0:57.292',-0.945,-0.515
'0:57.294',-0.950,-0.565
'0:57.297',-0.945,-0.575
'0:57.300',-0.960,-0.520
'0:57.303',-0.965,-0.455
'0:57.306',-0.975,-0.420
'0:57.308',-0.955,-0.475
'0:57.311',-0.955,-0.520
'0:57.314',-0.950,-0.540
'0:57.317',-0.930,-0.485
'0:57.319',-0.935,-0.435
'0:57.322',-0.945,-0.435
'0:57.325',-0.955,-0.475
'0:57.328',-0.965,-0.535
'0:57.331',-0.965,-0.540
'0:57.333',-0.960,-0.510
'0:57.336',-0.985,-0.460
'0:57.339',-1.020,-0.430
'0:57.342',-1.045,-0.470
'0:57.344',-1.060,-0.520
'0:57.347',-1.095,-0.540
'0:57.350',-1.150,-0.510
'0:57.353',-1.175,-0.460
'0:57.356',-1.160,-0.430
'0:57.358',-1.120,-0.440
'0:57.361',-0.990,-0.455
'0:57.364',-0.815,-0.410
'0:57.367',-0.590,-0.315
'0:57.369',-0.375,-0.185
'0:57.372',-0.200,-0.085
'0:57.375',-0.015,-0.040
'0:57.378',0.145,-0.055
'0:57.381',0.320,-0.115
'0:57.383',0.465,-0.130
'0:57.386',0.590,-0.170
'0:57.389',0.655,-0.225
'0:57.392',0.690,-0.365
'0:57.394',0.730,-0.570
'0:57.397',0.730,-0.725
'0:57.400',0.700,-0.760
'0:57.403',0.625,-0.675
'0:57.406',0.530,-0.530
'0:57.408',0.350,-0.425
'0:57.411',0.085,-0.375
'0:57.414',-0.205,-0.380
'0:57.417',-0.505,-0.385
'0:57.419',-0.730,-0.390
'0:57.422',-0.895,-0.430
'0:57.425',-0.955,-0.480
'0:57.428',-0.935,-0.530
'0:57.431',-0.865,-0.550
'0:57.433',-0.780,-0.515
'0:57.436',-0.765,-0.430
'0:57.439',-0.790,-0.385
'0:57.442',-0.820,-0.390
'0:57.444',-0.865,-0.435
'0:57.447',-0.895,-0.475
'0:57.450',-0.940,-0.450
'0:57.453',-0.985,-0.435
'0:57.456',-1.000,-0.400
'0:57.458',-1.025,-0.440
'0:57.461',-1.025,-0.490
'0:57.464',-1.025,-0.505
'0:57.467',-1.020,-0.455
'0:57.469',-1.025,-0.385
'0:57.472',-1.000,-0.365
'0:57.475',-0.975,-0.380
'0:57.478',-0.965,-0.415
'0:57.481',-0.940,-0.400
'0:57.483',-0.935,-0.360
'0:57.486',-0.955,-0.320
'0:57.489',-0.965,-0.340
'0:57.492',-0.970,-0.390
'0:57.494',-0.960,-0.445
'0:57.497',-0.975,-0.440
'0:57.500',-0.975,-0.390
'0:57.503',-0.980,-0.320
'0:57.506',-0.985,-0.310
'0:57.508',-0.990,-0.340
'0:57.511',-0.960,-0.390
'0:57.514',-0.950,-0.415
'0:57.517',-0.935,-0.370
'0:57.519',-0.950,-0.315
'0:57.522',-0.970,-0.285
'0:57.525',-0.980,-0.325
'0:57.528',-0.965,-0.365
'0:57.531',-0.960,-0.405
'0:57.533',-0.955,-0.390
'0:57.536',-0.955,-0.295
'0:57.539',-0.945,-0.260
'0:57.542',-0.965,-0.260
'0:57.544',-0.940,-0.285
'0:57.547',-0.910,-0.325
'0:57.550',-0.910,-0.320
'0:57.553',-0.915,-0.255
'0:57.556',-0.930,-0.230
'0:57.558',-0.950,-0.240
'0:57.561',-0.960,-0.310
'0:57.564',-0.940,-0.325
'0:57.567',-0.935,-0.305
'0:57.569',-0.925,-0.250
'0:57.572',-0.925,-0.195
'0:57.575',-0.910,-0.195
'0:57.578',-0.905,-0.220
'0:57.581',-0.880,-0.255
'0:57.583',-0.860,-0.260
'0:57.586',-0.870,-0.215
'0:57.589',-0.885,-0.175
'0:57.592',-0.890,-0.185
'0:57.594',-0.890,-0.235
'0:57.597',-0.900,-0.265
'0:57.600',-0.880,-0.230
'0:57.603',-0.895,-0.195
'0:57.606',-0.900,-0.160
'0:57.608',-0.885,-0.190
'0:57.611',-0.855,-0.235
'0:57.614',-0.815,-0.280
'0:57.617',-0.825,-0.250
'0:57.619',-0.845,-0.200
'0:57.622',-0.860,-0.185
'0:57.625',-0.890,-0.220
'0:57.628',-0.895,-0.290
'0:57.631',-0.880,-0.315
'0:57.633',-0.875,-0.305
'0:57.636',-0.865,-0.245
'0:57.639',-0.870,-0.220
'0:57.642',-0.850,-0.240
'0:57.644',-0.835,-0.290
'0:57.647',-0.815,-0.300
'0:57.650',-0.835,-0.270
'0:57.653',-0.830,-0.255
'0:57.656',-0.860,-0.285
'0:57.658',-0.870,-0.335
'0:57.661',-0.845,-0.380
'0:57.664',-0.855,-0.380
'0:57.667',-0.875,-0.340
